VM 2026 – konkurranse,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2026-06-17,Group L,Ghana,Panama,Toronto Stadium,2,0,H
2026-06-17,Group L,England,Croatia,Dallas Stadium,0,0,U
2026-06-23,Group L,England,Ghana,Boston Stadium,2,1,H
2026-06-23,Group L,Panama,Croatia,Toronto Stadium,0,2,B
2026-06-27,Group L,Panama,England,New York New Jersey Stadium,0,2,B
2026-06-27,Group L,Croatia,Ghana,Philadelphia Stadium,1,1,U
,,,,,,,
,,,,,,,
32-delsfinale / Round of 32-lag (10p for kvart rette lag),,,,,,,
1,Mexico,,,,,,
2,Czechia,,,,,,
3,Bosnia and Herzegovina,,,,,,
4,Switzerland,,,,,,
5,Brazil,,,,,,
6,Morocco,,,,,,
7,Türkiye,,,,,,
8,USA,,,,,,
9,Germany,,,,,,
10,Netherlands,,,,,,
11,Ecuador,,,,,,
12,Japan,,,,,,
13,Belgium,,,,,,
14,Egypt,,,,,,
15,Spain,,,,,,
16,Uruguay,,,,,,
17,France,,,,,,
18,Norway,,,,,,
19,Argentina,,,,,,
20,Austria,,,,,,
21,Portugal,,,,,,
22,Colombia,,,,,,
23,England,,,,,,
24,Croatia,,,,,,
25,Ghana,,,,,,
26,Scotland,,,,,,
27,Paraguay,,,,,,
28,Côte d'Ivoire,,,,,,
29,Senegal,,,,,,
30,Korea Republic,,,,,,
31,Algeria,,,,,,
32,Tunisia,,,,,,
,,,,,,,
Åttedelsfinalistar / Round of 16-lag (15p for kvart rette lag),,,,,,,
1,Spain,,,,,,
2,Norway,,,,,,
3,Argentina,,,,,,
4,Colombia,,,,,,
5,England,,,,,,
6,Croatia,,,,,,
7,France,,,,,,
8,Mexico,,,,,,
9,Morocco,,,,,,
10,Brazil,,,,,,
11,Switzerland,,,,,,
12,Germany,,,,,,
13,Türkiye,,,,,,
14,Netherlands,,,,,,
15,Belgium,,,,,,
16,Portugal,,,,,,
,,,,,,,
Kvartfinalistar (20p for kvart rette lag),,,,,,,
1,England,,,,,,
2,France,,,,,,
3,Argentina,,,,,,
4,Mexico,,,,,,
5,Netherlands,,,,,,
6,Portugal,,,,,,
7,Germany,,,,,,
8,Spain,,,,,,
,,,,,,,
Semifinalistar (25p for kvart rette lag),,,,,,,
1,France,,,,,,
2,England,,,,,,
3,Spain,,,,,,
4,Argentina,,,,,,
,,,,,,,
Finalistar (40p for kvart rette lag),,,,,,,
1,England,,,,,,
2,Spain,,,,,,
,,,,,,,
Vinnar (50p for kvart rette lag),,,,,,,
1,Spain,,,,,,
,,,,,,,
,,,,,,,
Bonusspørsmål,,,,,,,
Spørsmål,Tips,Poengregel,,,,,
TOPPSCORAR,Kylian Mbappé,8p per mål. Straffekonk tel ikkje,,,,,
Mestskorande lag,Argentina,5p per mål. Straffekonk tel ikkje,,,,,
Mest innslupne mål / verste forsvar,Curaçao,5p per mål. Straffekonk tel ikkje,,,,,
Kva spelar får det første raude kortet i VM?,Nkosinathi Sibisi,40p rett spelar,,,,,
Kva lag får flest raude kort?,Argentina,10p for kvart kort,,,,,
