VM 2026 – konkurranse,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2026-06-17,Group L,Ghana,Panama,Toronto Stadium,0,0,U
2026-06-17,Group L,England,Croatia,Dallas Stadium,2,1,H
2026-06-23,Group L,England,Ghana,Boston Stadium,2,3,B
2026-06-23,Group L,Panama,Croatia,Toronto Stadium,1,1,U
2026-06-27,Group L,Panama,England,New York New Jersey Stadium,0,1,B
2026-06-27,Group L,Croatia,Ghana,Philadelphia Stadium,0,0,U
,,,,,,,
,,,,,,,
32-delsfinale / Round of 32-lag (10p for kvart rette lag),,,,,,,
1,France,,,,,,
2,Norway,,,,,,
3,Spain,,,,,,
4,Egypt,,,,,,
5,Brazil,,,,,,
6,Argentina,,,,,,
7,Canada,,,,,,
8,Australia,,,,,,
9,Germany,,,,,,
10,England,,,,,,
11,Netherlands,,,,,,
12,Morocco,,,,,,
13,Belgium,,,,,,
14,Croatia,,,,,,
15,Senegal,,,,,,
16,Colombia,,,,,,
17,Switzerland,,,,,,
18,Portugal,,,,,,
19,Mexico,,,,,,
20,USA,,,,,,
21,IR Iran,,,,,,
22,Côte d'Ivoire,,,,,,
23,South Africa,,,,,,
24,Uruguay,,,,,,
25,Türkiye,,,,,,
26,Japan,,,,,,
27,Scotland,,,,,,
28,Algeria,,,,,,
29,Sweden,,,,,,
30,Paraguay,,,,,,
31,Panama,,,,,,
32,Qatar,,,,,,
,,,,,,,
Åttedelsfinalistar / Round of 16-lag (15p for kvart rette lag),,,,,,,
1,France,,,,,,
2,Spain,,,,,,
3,Norway,,,,,,
4,Morocco,,,,,,
5,Senegal,,,,,,
6,Mexico,,,,,,
7,Belgium,,,,,,
8,Japan,,,,,,
9,Portugal,,,,,,
10,Brazil,,,,,,
11,Netherlands,,,,,,
12,Croatia,,,,,,
13,Egypt,,,,,,
14,Canada,,,,,,
15,Scotland,,,,,,
16,USA,,,,,,
,,,,,,,
Kvartfinalistar (20p for kvart rette lag),,,,,,,
1,Norway,,,,,,
2,France,,,,,,
3,Spain,,,,,,
4,Portugal,,,,,,
5,Brazil,,,,,,
6,Sweden,,,,,,
7,Mexico,,,,,,
8,Morocco,,,,,,
,,,,,,,
Semifinalistar (25p for kvart rette lag),,,,,,,
1,France,,,,,,
2,Spain,,,,,,
3,Norway,,,,,,
4,Brazil,,,,,,
,,,,,,,
Finalistar (40p for kvart rette lag),,,,,,,
1,Spain,,,,,,
2,Norway,,,,,,
,,,,,,,
Vinnar (50p for kvart rette lag),,,,,,,
1,Spain,,,,,,
,,,,,,,
,,,,,,,
Bonusspørsmål,,,,,,,
Spørsmål,Tips,Fasit,Poengregel,,,,
TOPPSCORAR,Lamine Yamal,,8p per mål. Straffekonk tel ikkje,,,,
Mestskorande lag,Spain,,5p per mål. Straffekonk tel ikkje,,,,
Mest innslupne mål / verste forsvar,Haiti,,5p per mål. Straffekonk tel ikkje,,,,
Kva spelar får det første raude kortet i VM?,Mbappe,,40p rett spelar,,,,
Kva lag får flest raude kort?,France,,10p for kvart kort,,,,
