VM 2026 – konkurranse,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2026-06-17,Group L,Ghana,Panama,Toronto Stadium,2,2,U
2026-06-17,Group L,England,Croatia,Dallas Stadium,1,1,U
2026-06-23,Group L,England,Ghana,Boston Stadium,3,0,H
2026-06-23,Group L,Panama,Croatia,Toronto Stadium,2,2,U
2026-06-27,Group L,Panama,England,New York New Jersey Stadium,2,3,B
2026-06-27,Group L,Croatia,Ghana,Philadelphia Stadium,1,0,H
,,,,,,,
,,,,,,,
32-delsfinale / Round of 32-lag (10p for kvart rette lag),,,,,,,
1,South Africa,,,,,,
2,Korea Republic,,,,,,
3,Switzerland,,,,,,
4,Bosnia and Herzegovina,,,,,,
5,Brazil,,,,,,
6,Morocco,,,,,,
7,Paraguay,,,,,,
8,Türkiye,,,,,,
9,Côte d'Ivoire,,,,,,
10,Germany,,,,,,
11,Ecuador,,,,,,
12,Japan,,,,,,
13,Netherlands,,,,,,
14,Belgium,,,,,,
15,Egypt,,,,,,
16,Spain,,,,,,
17,Uruguay,,,,,,
18,France,,,,,,
19,Norway,,,,,,
20,Algeria,,,,,,
21,Argentina,,,,,,
22,Austria,,,,,,
23,Colombia,,,,,,
24,Portugal,,,,,,
25,England,,,,,,
26,Croatia,,,,,,
27,Panama,,,,,,
28,Senegal,,,,,,
29,IR Iran,,,,,,
30,Tunisia,,,,,,
31,Scotland,,,,,,
32,USA,,,,,,
,,,,,,,
Åttedelsfinalistar / Round of 16-lag (15p for kvart rette lag),,,,,,,
1,Germany,,,,,,
2,Morocco,,,,,,
3,Belgium,,,,,,
4,Brazil,,,,,,
5,England,,,,,,
6,Spain,,,,,,
7,Norway,,,,,,
8,France,,,,,,
9,Japan,,,,,,
10,Germany,,,,,,
11,Netherlands,,,,,,
12,Switzerland,,,,,,
13,Egypt,,,,,,
14,Argentina,,,,,,
15,Algeria,,,,,,
16,Colombia,,,,,,
,,,,,,,
Kvartfinalistar (20p for kvart rette lag),,,,,,,
1,Germany,,,,,,
2,France,,,,,,
3,Spain,,,,,,
4,Morocco,,,,,,
5,England,,,,,,
6,Argentina,,,,,,
7,Netherlands,,,,,,
8,Portugal,,,,,,
,,,,,,,
Semifinalistar (25p for kvart rette lag),,,,,,,
1,Germany,,,,,,
2,Netherlands,,,,,,
3,Argentina,,,,,,
4,Portugal,,,,,,
,,,,,,,
Finalistar (40p for kvart rette lag),,,,,,,
1,Germany,,,,,,
2,Spain,,,,,,
,,,,,,,
Vinnar (50p for kvart rette lag),,,,,,,
1,Spain,,,,,,
,,,,,,,
,,,,,,,
Bonusspørsmål,,,,,,,
Spørsmål,Tips,Fasit,Poengregel,,,,
TOPPSCORAR,Kane,,8p per mål. Straffekonk tel ikkje,,,,
Mestskorande lag,Germany,,5p per mål. Straffekonk tel ikkje,,,,
Mest innslupne mål / verste forsvar,Curaçao,,5p per mål. Straffekonk tel ikkje,,,,
Kva spelar får det første raude kortet i VM?,Okon,,40p rett spelar,,,,
Kva lag får flest raude kort?,Ghana,,10p for kvart kort,,,,
