VM 2026 – konkurranse,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2026-06-17,Group L,Ghana,Panama,Toronto Stadium,3,1,H
2026-06-17,Group L,England,Croatia,Dallas Stadium,2,1,H
2026-06-23,Group L,England,Ghana,Boston Stadium,3,1,H
2026-06-23,Group L,Panama,Croatia,Toronto Stadium,2,3,B
2026-06-27,Group L,Panama,England,New York New Jersey Stadium,2,2,U
2026-06-27,Group L,Croatia,Ghana,Philadelphia Stadium,3,1,H
,,,,,,,
,,,,,,,
32-delsfinale / Round of 32-lag (10p for kvart rette lag),,,,,,,
1,Belgium,,,,,,
2,Brazil,,,,,,
3,Croatia,,,,,,
4,France,,,,,,
5,Germany,,,,,,
6,Norway,,,,,,
7,Portugal,,,,,,
8,Spain,,,,,,
9,Uruguay,,,,,,
10,Morocco,,,,,,
11,Scotland,,,,,,
12,England,,,,,,
13,Argentina,,,,,,
14,Egypt,,,,,,
15,Iraq,,,,,,
16,Japan,,,,,,
17,Mexico,,,,,,
18,Netherlands,,,,,,
19,Paraguay,,,,,,
20,Senegal,,,,,,
21,USA,,,,,,
22,Austria,,,,,,
23,Australia,,,,,,
24,Canada,,,,,,
25,Ecuador,,,,,,
26,Qatar,,,,,,
27,Switzerland,,,,,,
28,South Africa,,,,,,
29,Korea Republic,,,,,,
30,Ghana,,,,,,
31,Czechia,,,,,,
32,Colombia,,,,,,
,,,,,,,
Åttedelsfinalistar / Round of 16-lag (15p for kvart rette lag),,,,,,,
1,Belgium,,,,,,
2,Brazil,,,,,,
3,England,,,,,,
4,Germany,,,,,,
5,France,,,,,,
6,Spain,,,,,,
7,Norway,,,,,,
8,Argentina,,,,,,
9,Croatia,,,,,,
10,Ecuador,,,,,,
11,Morocco,,,,,,
12,Mexico,,,,,,
13,Portugal,,,,,,
14,USA,,,,,,
15,Korea Republic,,,,,,
16,Japan,,,,,,
,,,,,,,
Kvartfinalistar (20p for kvart rette lag),,,,,,,
1,Belgium,,,,,,
2,Brazil,,,,,,
3,France,,,,,,
4,Germany,,,,,,
5,Spain,,,,,,
6,Portugal,,,,,,
7,Argentina,,,,,,
8,USA,,,,,,
,,,,,,,
Semifinalistar (25p for kvart rette lag),,,,,,,
1,England,,,,,,
2,France,,,,,,
3,Germany,,,,,,
4,Argentina,,,,,,
,,,,,,,
Finalistar (40p for kvart rette lag),,,,,,,
1,France,,,,,,
2,England,,,,,,
,,,,,,,
Vinnar (50p for kvart rette lag),,,,,,,
1,France,,,,,,
,,,,,,,
,,,,,,,
Bonusspørsmål,,,,,,,
Spørsmål,Tips,Poengregel,,,,,
TOPPSCORAR,Harry kane,8p per mål. Straffekonk tel ikkje,,,,,
Mestskorande lag,Spania,5p per mål. Straffekonk tel ikkje,,,,,
Mest innslupne mål / verste forsvar,Curaçao ,5p per mål. Straffekonk tel ikkje,,,,,
Kva spelar får det første raude kortet i VM?,Sergio Ramos,40p rett spelar,,,,,
Kva lag får flest raude kort?,Argentina ,10p for kvart kort,,,,,
